path,class,color
./site_dataset/not_red/nrleft1046.jpg,1,not_red
./site_dataset/not_red/nr0left0105.jpg,1,not_red
./site_dataset/not_red/nr0left0274.jpg,1,not_red
./site_dataset/not_red/nrleft1064.jpg,1,not_red
./site_dataset/not_red/nrleft1375.jpg,1,not_red
./site_dataset/not_light/nl1left0589.jpg,2,not_light
./site_dataset/not_light/nl1left1115.jpg,2,not_light
./site_dataset/not_light/nl1left0544.jpg,2,not_light
./site_dataset/red/rleft0949.jpg,0,red
./site_dataset/red/rleft1238.jpg,0,red
./site_dataset/red/rleft0632.jpg,0,red
./site_dataset/not_red/nrleft1105.jpg,1,not_red
./site_dataset/not_light/nl1left0561.jpg,2,not_light
./site_dataset/red/rleft0321.jpg,0,red
./site_dataset/not_red/nrleft0079.jpg,1,not_red
./site_dataset/not_red/nr0left0133.jpg,1,not_red
./site_dataset/red/rleft0273.jpg,0,red
./site_dataset/red/rleft1220.jpg,0,red
./site_dataset/not_light/nlleft0046.jpg,2,not_light
./site_dataset/red/rleft0637.jpg,0,red
./site_dataset/not_light/nlleft0037.jpg,2,not_light
./site_dataset/red/rleft1855.jpg,0,red
./site_dataset/red/rleft1239.jpg,0,red
./site_dataset/not_light/nl1left0158.jpg,2,not_light
./site_dataset/not_red/nrleft1023.jpg,1,not_red
./site_dataset/not_light/nlleft0012.jpg,2,not_light
./site_dataset/red/rleft0007.jpg,0,red
./site_dataset/red/rleft1826.jpg,0,red
./site_dataset/not_light/nl1left0177.jpg,2,not_light
./site_dataset/red/rleft0904.jpg,0,red
./site_dataset/not_red/nr0left0419.jpg,1,not_red
./site_dataset/not_red/nr0left0408.jpg,1,not_red
./site_dataset/not_light/nl1left0967.jpg,2,not_light
./site_dataset/not_light/nl1left0111.jpg,2,not_light
./site_dataset/not_light/nlleft0110.jpg,2,not_light
./site_dataset/not_red/nr0left0281.jpg,1,not_red
./site_dataset/red/rleft0913.jpg,0,red
./site_dataset/red/r0left0467.jpg,0,red
./site_dataset/not_light/nlleft1933.jpg,2,not_light
./site_dataset/red/rleft1513.jpg,0,red
./site_dataset/red/rleft0317.jpg,0,red
./site_dataset/red/rleft1518.jpg,0,red
./site_dataset/red/rleft0579.jpg,0,red
./site_dataset/not_light/nl1left0956.jpg,2,not_light
./site_dataset/not_red/nrleft1419.jpg,1,not_red
./site_dataset/not_red/nr0left0096.jpg,1,not_red
./site_dataset/not_light/nlleft0016.jpg,2,not_light
./site_dataset/red/r0left0459.jpg,0,red
./site_dataset/not_red/nr0left0346.jpg,1,not_red
./site_dataset/not_light/nlleft0145.jpg,2,not_light
./site_dataset/not_red/nrleft1732.jpg,1,not_red
./site_dataset/not_light/nl1left0490.jpg,2,not_light
./site_dataset/red/rleft1538.jpg,0,red
./site_dataset/not_light/nl1left0550.jpg,2,not_light
./site_dataset/red/rleft1775.jpg,0,red
./site_dataset/red/r1left0663.jpg,0,red
./site_dataset/not_red/nrleft1326.jpg,1,not_red
./site_dataset/red/rleft1143.jpg,0,red
./site_dataset/not_light/nlleft1926.jpg,2,not_light
./site_dataset/not_light/nl1left0088.jpg,2,not_light
./site_dataset/not_red/nrleft1296.jpg,1,not_red
./site_dataset/red/rleft0843.jpg,0,red
./site_dataset/not_red/nr0left0339.jpg,1,not_red
./site_dataset/not_light/nl1left0932.jpg,2,not_light
./site_dataset/not_red/nr0left0121.jpg,1,not_red
./site_dataset/not_light/nlleft0115.jpg,2,not_light
./site_dataset/not_light/nlleft1918.jpg,2,not_light
./site_dataset/not_red/nr0left0055.jpg,1,not_red
./site_dataset/not_light/nlleft1963.jpg,2,not_light
./site_dataset/not_red/nrleft1266.jpg,1,not_red
./site_dataset/not_red/nrleft0095.jpg,1,not_red
./site_dataset/not_red/nr0left0380.jpg,1,not_red
./site_dataset/red/r0left0483.jpg,0,red
./site_dataset/red/rleft0559.jpg,0,red
./site_dataset/red/rleft1477.jpg,0,red
./site_dataset/red/rleft0526.jpg,0,red
./site_dataset/red/r0left0486.jpg,0,red
./site_dataset/not_red/nr0left0446.jpg,1,not_red
./site_dataset/not_red/nrleft1327.jpg,1,not_red
./site_dataset/red/rleft0898.jpg,0,red
./site_dataset/not_red/nr0left0330.jpg,1,not_red
./site_dataset/red/rleft0522.jpg,0,red
./site_dataset/red/rleft0849.jpg,0,red
./site_dataset/not_red/nrleft0046.jpg,1,not_red
./site_dataset/not_red/nrleft1357.jpg,1,not_red
./site_dataset/red/r0left0461.jpg,0,red
./site_dataset/not_light/nl1left0242.jpg,2,not_light
./site_dataset/not_red/nrleft1610.jpg,1,not_red
./site_dataset/not_light/nlleft0164.jpg,2,not_light
./site_dataset/not_red/nrleft1065.jpg,1,not_red
./site_dataset/not_red/nrleft1435.jpg,1,not_red
./site_dataset/not_red/nr0left0028.jpg,1,not_red
./site_dataset/not_red/nr0left0382.jpg,1,not_red
./site_dataset/not_red/nr1left1041.jpg,1,not_red
./site_dataset/not_light/nl0left0153.jpg,2,not_light
./site_dataset/not_red/nrleft1397.jpg,1,not_red
./site_dataset/red/rleft0305.jpg,0,red
./site_dataset/not_red/nr0left0057.jpg,1,not_red
./site_dataset/not_light/nl1left0798.jpg,2,not_light
./site_dataset/not_red/nrleft1106.jpg,1,not_red
./site_dataset/not_red/nrleft0056.jpg,1,not_red
./site_dataset/not_light/nl1left0136.jpg,2,not_light
./site_dataset/not_light/nl1left0966.jpg,2,not_light
./site_dataset/not_light/nl1left0492.jpg,2,not_light
./site_dataset/not_red/nrleft1365.jpg,1,not_red
./site_dataset/not_light/nl1left1084.jpg,2,not_light
./site_dataset/not_light/nl1left0230.jpg,2,not_light
./site_dataset/not_light/nlleft1908.jpg,2,not_light
./site_dataset/not_light/nlleft0171.jpg,2,not_light
./site_dataset/not_light/nlleft0065.jpg,2,not_light
./site_dataset/not_light/nlleft1899.jpg,2,not_light
./site_dataset/red/rleft0835.jpg,0,red
./site_dataset/not_light/nlleft1925.jpg,2,not_light
./site_dataset/red/rleft0228.jpg,0,red
./site_dataset/not_red/nrleft1410.jpg,1,not_red
./site_dataset/not_light/nl1left0145.jpg,2,not_light
./site_dataset/red/rleft1867.jpg,0,red
./site_dataset/not_light/nl1left0845.jpg,2,not_light
./site_dataset/not_red/nr1left0725.jpg,1,not_red
./site_dataset/not_red/nrleft0033.jpg,1,not_red
./site_dataset/not_red/nrleft1361.jpg,1,not_red
./site_dataset/not_light/nl1left1139.jpg,2,not_light
./site_dataset/not_light/nl1left0051.jpg,2,not_light
./site_dataset/not_red/nrleft1622.jpg,1,not_red
./site_dataset/not_light/nl1left0126.jpg,2,not_light
./site_dataset/not_light/nl1left0999.jpg,2,not_light
./site_dataset/not_red/nr1left0715.jpg,1,not_red
./site_dataset/not_red/nr0left0077.jpg,1,not_red
./site_dataset/red/r0left0141.jpg,0,red
./site_dataset/not_light/nlleft0729.jpg,2,not_light
./site_dataset/red/r1left0365.jpg,0,red
./site_dataset/red/rleft0897.jpg,0,red
./site_dataset/not_light/nl1left0130.jpg,2,not_light
./site_dataset/not_red/nrleft1408.jpg,1,not_red
./site_dataset/not_red/nr1left1076.jpg,1,not_red
./site_dataset/not_red/nr0left0318.jpg,1,not_red
./site_dataset/not_red/nrleft0814.jpg,1,not_red
./site_dataset/not_light/nl1left0478.jpg,2,not_light
./site_dataset/not_red/nr0left0306.jpg,1,not_red
./site_dataset/red/rleft1145.jpg,0,red
./site_dataset/red/rleft1804.jpg,0,red
./site_dataset/red/rleft1448.jpg,0,red
./site_dataset/not_light/nl1left0411.jpg,2,not_light
./site_dataset/not_light/nl1left0400.jpg,2,not_light
./site_dataset/not_light/nl1left0407.jpg,2,not_light
./site_dataset/red/r0left0524.jpg,0,red
./site_dataset/not_light/nl1left0252.jpg,2,not_light
./site_dataset/not_red/nr0left0064.jpg,1,not_red
./site_dataset/not_light/nlleft0121.jpg,2,not_light
./site_dataset/not_red/nrleft1355.jpg,1,not_red
./site_dataset/not_light/nl1left0441.jpg,2,not_light
./site_dataset/not_red/nrleft1258.jpg,1,not_red
./site_dataset/not_red/nr0left0430.jpg,1,not_red
./site_dataset/red/rleft0571.jpg,0,red
./site_dataset/not_light/nl1left0067.jpg,2,not_light
./site_dataset/not_light/nl1left0446.jpg,2,not_light
./site_dataset/not_light/nlleft0036.jpg,2,not_light
./site_dataset/red/rleft1177.jpg,0,red
./site_dataset/red/rleft0265.jpg,0,red
./site_dataset/not_red/nr1left1042.jpg,1,not_red
./site_dataset/not_red/nr1left1035.jpg,1,not_red
./site_dataset/not_light/nl1left0761.jpg,2,not_light
./site_dataset/not_light/nlleft0124.jpg,2,not_light
./site_dataset/not_light/nl1left0621.jpg,2,not_light
./site_dataset/red/rleft0520.jpg,0,red
./site_dataset/not_light/nlleft0132.jpg,2,not_light
./site_dataset/not_light/nl1left0499.jpg,2,not_light
./site_dataset/not_red/nrleft1385.jpg,1,not_red
./site_dataset/not_red/nr1left0699.jpg,1,not_red
./site_dataset/not_red/nrleft1001.jpg,1,not_red
./site_dataset/not_light/nlleft0728.jpg,2,not_light
./site_dataset/not_light/nlleft0156.jpg,2,not_light
./site_dataset/not_red/nrleft0687.jpg,1,not_red
./site_dataset/not_red/nrleft0994.jpg,1,not_red
./site_dataset/not_red/nr0left0074.jpg,1,not_red
./site_dataset/not_light/nl1left1106.jpg,2,not_light
./site_dataset/not_red/nrleft1058.jpg,1,not_red
./site_dataset/not_red/nr1left0706.jpg,1,not_red
./site_dataset/red/rleft0940.jpg,0,red
./site_dataset/not_light/nl1left0508.jpg,2,not_light
./site_dataset/not_light/nl1left0534.jpg,2,not_light
./site_dataset/not_red/nr0left0072.jpg,1,not_red
./site_dataset/not_red/nrleft1640.jpg,1,not_red
./site_dataset/not_light/nl1left0527.jpg,2,not_light
./site_dataset/not_light/nl1left0857.jpg,2,not_light
./site_dataset/red/rleft0876.jpg,0,red
./site_dataset/not_light/nl1left0439.jpg,2,not_light
./site_dataset/red/r0left0553.jpg,0,red
./site_dataset/not_red/nr0left0091.jpg,1,not_red
./site_dataset/not_light/nlleft1939.jpg,2,not_light
./site_dataset/not_red/nr1left1055.jpg,1,not_red
./site_dataset/not_red/nrleft1711.jpg,1,not_red
./site_dataset/not_light/nlleft0747.jpg,2,not_light
./site_dataset/red/r0left0184.jpg,0,red
./site_dataset/red/rleft0293.jpg,0,red
./site_dataset/not_light/nl1left0549.jpg,2,not_light
./site_dataset/red/rleft1211.jpg,0,red
./site_dataset/not_red/nr0left0320.jpg,1,not_red
./site_dataset/not_light/nl1left0922.jpg,2,not_light
./site_dataset/not_light/nl1left1134.jpg,2,not_light
./site_dataset/not_light/nlleft0787.jpg,2,not_light
./site_dataset/red/r1left0677.jpg,0,red
./site_dataset/not_light/nl1left0819.jpg,2,not_light
./site_dataset/not_light/nl1left0092.jpg,2,not_light
./site_dataset/not_red/nrleft1715.jpg,1,not_red
./site_dataset/red/rleft0282.jpg,0,red
./site_dataset/not_light/nlleft0070.jpg,2,not_light
./site_dataset/not_red/nr1left0733.jpg,1,not_red
./site_dataset/red/r0left0549.jpg,0,red
./site_dataset/not_light/nlleft1944.jpg,2,not_light
./site_dataset/not_light/nl1left1113.jpg,2,not_light
./site_dataset/not_light/nlleft0105.jpg,2,not_light
./site_dataset/red/rleft0009.jpg,0,red
./site_dataset/not_light/nlleft1989.jpg,2,not_light
./site_dataset/not_red/nr0left0447.jpg,1,not_red
./site_dataset/not_light/nl1left0842.jpg,2,not_light
./site_dataset/not_light/nl1left0823.jpg,2,not_light
./site_dataset/not_light/nl1left1149.jpg,2,not_light
./site_dataset/red/r0left0481.jpg,0,red
./site_dataset/not_red/nrleft0027.jpg,1,not_red
./site_dataset/not_light/nl1left0545.jpg,2,not_light
./site_dataset/not_light/nl1left1085.jpg,2,not_light
./site_dataset/not_light/nl1left0189.jpg,2,not_light
./site_dataset/not_light/nlleft0183.jpg,2,not_light
./site_dataset/red/rleft1865.jpg,0,red
./site_dataset/red/rleft0300.jpg,0,red
./site_dataset/not_red/nrleft1718.jpg,1,not_red
./site_dataset/not_red/nr0left0042.jpg,1,not_red
./site_dataset/not_red/nr1left1060.jpg,1,not_red
./site_dataset/not_light/nlleft0038.jpg,2,not_light
./site_dataset/not_light/nl1left0500.jpg,2,not_light
./site_dataset/not_light/nl1left0989.jpg,2,not_light
./site_dataset/not_light/nl1left0274.jpg,2,not_light
./site_dataset/red/rleft0918.jpg,0,red
./site_dataset/not_light/nlleft1934.jpg,2,not_light
./site_dataset/not_light/nlleft0099.jpg,2,not_light
./site_dataset/red/r0left0472.jpg,0,red
./site_dataset/red/rleft0931.jpg,0,red
./site_dataset/red/r1left0321.jpg,0,red
./site_dataset/not_light/nlleft0192.jpg,2,not_light
./site_dataset/not_light/nl0left0156.jpg,2,not_light
./site_dataset/not_red/nr0left0321.jpg,1,not_red
./site_dataset/not_light/nl1left0971.jpg,2,not_light
./site_dataset/not_light/nl1left0988.jpg,2,not_light
./site_dataset/red/rleft1770.jpg,0,red
./site_dataset/not_light/nl1left0639.jpg,2,not_light
./site_dataset/red/rleft1150.jpg,0,red
./site_dataset/not_light/nl1left0449.jpg,2,not_light
./site_dataset/red/r1left0327.jpg,0,red
./site_dataset/red/rleft0588.jpg,0,red
./site_dataset/not_light/nlleft0773.jpg,2,not_light
./site_dataset/red/r0left0513.jpg,0,red
./site_dataset/not_light/nl1left0890.jpg,2,not_light
./site_dataset/red/rleft0920.jpg,0,red
./site_dataset/red/rleft1772.jpg,0,red
./site_dataset/not_red/nr1left0732.jpg,1,not_red
./site_dataset/not_light/nlleft0068.jpg,2,not_light
./site_dataset/not_red/nr0left0080.jpg,1,not_red
./site_dataset/not_red/nr0left0271.jpg,1,not_red
./site_dataset/not_red/nrleft1317.jpg,1,not_red
./site_dataset/not_light/nlleft1893.jpg,2,not_light
./site_dataset/not_light/nlleft1884.jpg,2,not_light
./site_dataset/red/rleft0015.jpg,0,red
./site_dataset/not_light/nl1left0859.jpg,2,not_light
./site_dataset/not_red/nrleft0983.jpg,1,not_red
./site_dataset/not_red/nrleft1027.jpg,1,not_red
./site_dataset/red/rleft0831.jpg,0,red
./site_dataset/not_red/nrleft1332.jpg,1,not_red
./site_dataset/not_red/nrleft0029.jpg,1,not_red
./site_dataset/not_light/nl1left0008.jpg,2,not_light
./site_dataset/not_red/nrleft1386.jpg,1,not_red
./site_dataset/not_red/nr0left0282.jpg,1,not_red
./site_dataset/not_red/nrleft0030.jpg,1,not_red
./site_dataset/not_light/nlleft1982.jpg,2,not_light
./site_dataset/not_red/nr0left0437.jpg,1,not_red
./site_dataset/not_light/nl1left0507.jpg,2,not_light
./site_dataset/not_red/nr0left0420.jpg,1,not_red
./site_dataset/not_light/nl1left0103.jpg,2,not_light
./site_dataset/not_light/nlleft0779.jpg,2,not_light
./site_dataset/not_light/nlleft0071.jpg,2,not_light
./site_dataset/red/rleft0587.jpg,0,red
./site_dataset/not_red/nrleft1300.jpg,1,not_red
./site_dataset/not_light/nlleft1960.jpg,2,not_light
./site_dataset/not_red/nrleft0990.jpg,1,not_red
./site_dataset/not_red/nrleft0958.jpg,1,not_red
./site_dataset/not_red/nr1left0391.jpg,1,not_red
./site_dataset/red/rleft0630.jpg,0,red
./site_dataset/not_light/nl1left0996.jpg,2,not_light
./site_dataset/red/rleft0540.jpg,0,red
./site_dataset/not_light/nl1left0157.jpg,2,not_light
./site_dataset/red/rleft1810.jpg,0,red
./site_dataset/red/rleft1758.jpg,0,red
./site_dataset/not_light/nl1left0185.jpg,2,not_light
./site_dataset/red/rleft1475.jpg,0,red
./site_dataset/not_light/nl1left0612.jpg,2,not_light
./site_dataset/red/rleft1169.jpg,0,red
./site_dataset/red/r0left0258.jpg,0,red
./site_dataset/not_red/nrleft1673.jpg,1,not_red
./site_dataset/not_red/nr0left0317.jpg,1,not_red
./site_dataset/not_red/nrleft1129.jpg,1,not_red
./site_dataset/not_light/nlleft0178.jpg,2,not_light
./site_dataset/red/rleft1458.jpg,0,red
./site_dataset/red/rleft0286.jpg,0,red
./site_dataset/red/rleft1153.jpg,0,red
./site_dataset/red/r1left0350.jpg,0,red
./site_dataset/not_light/nl1left0494.jpg,2,not_light
./site_dataset/not_light/nlleft0010.jpg,2,not_light
./site_dataset/not_red/nr0left0045.jpg,1,not_red
./site_dataset/not_red/nrleft1340.jpg,1,not_red
./site_dataset/red/rleft0934.jpg,0,red
./site_dataset/not_red/nr0left0043.jpg,1,not_red
./site_dataset/not_red/nr1left1082.jpg,1,not_red
./site_dataset/not_light/nl1left0851.jpg,2,not_light
./site_dataset/not_red/nr0left0428.jpg,1,not_red
./site_dataset/not_light/nl1left0632.jpg,2,not_light
./site_dataset/red/r1left0375.jpg,0,red
./site_dataset/not_red/nr0left0298.jpg,1,not_red
./site_dataset/not_light/nlleft0184.jpg,2,not_light
./site_dataset/red/rleft0907.jpg,0,red
./site_dataset/not_light/nl1left0595.jpg,2,not_light
./site_dataset/not_light/nl1left0542.jpg,2,not_light
./site_dataset/not_light/nl1left0264.jpg,2,not_light
./site_dataset/not_light/nl1left0584.jpg,2,not_light
./site_dataset/red/rleft0527.jpg,0,red
./site_dataset/not_light/nl1left0078.jpg,2,not_light
./site_dataset/red/rleft0842.jpg,0,red
./site_dataset/not_light/nl1left0750.jpg,2,not_light
./site_dataset/not_red/nrleft1026.jpg,1,not_red
./site_dataset/red/r1left0368.jpg,0,red
./site_dataset/not_light/nlleft0103.jpg,2,not_light
./site_dataset/not_light/nlleft1955.jpg,2,not_light
./site_dataset/not_light/nl1left0209.jpg,2,not_light
./site_dataset/red/rleft0530.jpg,0,red
./site_dataset/not_red/nr0left0126.jpg,1,not_red
./site_dataset/not_light/nl1left0452.jpg,2,not_light
./site_dataset/not_red/nrleft1278.jpg,1,not_red
./site_dataset/not_light/nl1left0094.jpg,2,not_light
./site_dataset/not_red/nrleft1075.jpg,1,not_red
./site_dataset/not_light/nl1left0266.jpg,2,not_light
./site_dataset/not_red/nr0left0384.jpg,1,not_red
./site_dataset/not_red/nrleft0956.jpg,1,not_red
./site_dataset/not_red/nrleft1126.jpg,1,not_red
./site_dataset/not_red/nr0left0385.jpg,1,not_red
./site_dataset/not_light/nl1left0846.jpg,2,not_light
./site_dataset/red/r0left0530.jpg,0,red
./site_dataset/red/rleft1815.jpg,0,red
./site_dataset/not_red/nrleft1707.jpg,1,not_red
./site_dataset/not_red/nr0left0389.jpg,1,not_red
./site_dataset/not_red/nrleft1747.jpg,1,not_red
./site_dataset/red/rleft1201.jpg,0,red
./site_dataset/not_red/nr0left0102.jpg,1,not_red
./site_dataset/not_red/nrleft1351.jpg,1,not_red
./site_dataset/red/rleft1782.jpg,0,red
./site_dataset/red/rleft0606.jpg,0,red
./site_dataset/red/rleft1819.jpg,0,red
./site_dataset/not_light/nl1left0134.jpg,2,not_light
./site_dataset/red/rleft1254.jpg,0,red
./site_dataset/not_red/nrleft1661.jpg,1,not_red
./site_dataset/not_light/nl1left0785.jpg,2,not_light
./site_dataset/red/rleft1780.jpg,0,red
./site_dataset/not_red/nrleft1701.jpg,1,not_red
./site_dataset/not_light/nlleft0731.jpg,2,not_light
./site_dataset/red/rleft1472.jpg,0,red
./site_dataset/red/r0left0470.jpg,0,red
./site_dataset/not_light/nl1left0119.jpg,2,not_light
./site_dataset/not_light/nlleft0161.jpg,2,not_light
./site_dataset/not_red/nr1left0692.jpg,1,not_red
./site_dataset/red/rleft1807.jpg,0,red
./site_dataset/red/rleft1523.jpg,0,red
./site_dataset/red/r0left0554.jpg,0,red
./site_dataset/red/rleft1818.jpg,0,red
./site_dataset/red/rleft0604.jpg,0,red
./site_dataset/red/r0left0564.jpg,0,red
./site_dataset/red/rleft0010.jpg,0,red
./site_dataset/not_light/nlleft0041.jpg,2,not_light
./site_dataset/red/r1left0292.jpg,0,red
./site_dataset/red/r1left0363.jpg,0,red
./site_dataset/not_red/nr1left0701.jpg,1,not_red
./site_dataset/red/rleft0869.jpg,0,red
./site_dataset/red/rleft0929.jpg,0,red
./site_dataset/not_red/nr0left0334.jpg,1,not_red
./site_dataset/red/r1left0301.jpg,0,red
./site_dataset/red/r0left0450.jpg,0,red
./site_dataset/red/rleft0615.jpg,0,red
./site_dataset/red/r1left0660.jpg,0,red
